CustomerKey|CustomerName|Gender|birthdate|MaritialStatus|EducationLevel|Occupation|AnnualIncome|Totalchildren
18430|VICTORIA MORGAN|Female|1952-07-09|M|Partial College|Professional|40000.0|3
18431|CAMERON HAYES|Male|1952-08-27|M|Partial College|Professional|40000.0|3
18432|JORDAN LOPEZ|Female|1938-04-08|M|Graduate Degree|Management|70000.0|5
18433|SETH ROSS|Male|1938-07-27|M|Graduate Degree|Management|70000.0|5
18434|CLAYTON STONE|Male|1938-02-01|M|Graduate Degree|Management|80000.0|4
18436|RICHARD JOHNSON|Male|1939-05-20|M|Graduate Degree|Management|80000.0|4
18437|ISABELLA BUTLER|Female|1940-12-08|M|Graduate Degree|Management|70000.0|5
18438|SHEILA SANZ|Female|1941-03-24|M|Graduate Degree|Management|60000.0|3
18439|ANGELA COLEMAN|Female|1941-07-15|M|Graduate Degree|Management|60000.0|3
18440|JOE ASHE|Male|1941-11-04|M|Graduate Degree|Management|60000.0|3
18441|TABITHA MUNOZ|Female|1941-08-21|M|Graduate Degree|Management|70000.0|5
18442|MASON HILL|Male|1941-03-02|S|Graduate Degree|Management|70000.0|5
18443|ROSS LOPEZ|Male|1947-08-08|M|Partial High School|Clerical|10000.0|2
18444|SHANNON CHOW|Female|1947-07-14|S|High School|Skilled Manual|20000.0|4
18445|COLIN LI|Male|1947-11-21|M|High School|Skilled Manual|20000.0|4
18446|LARRY RAMOS|Male|1947-02-18|M|High School|Skilled Manual|20000.0|4
18447|RENEE ORTEGA|Female|1948-09-24|M|Partial High School|Clerical|10000.0|2
18448|JENNIFER BAILEY|Female|1978-01-02|M|Partial College|Skilled Manual|60000.0|0
18449|DERRICK RAMOS|Male|1977-09-13|M|Partial High School|Clerical|40000.0|0
18450|WILLIE SHEN|Male|1948-08-23|M|Partial High School|Clerical|10000.0|2
18451|DALE PAL|Male|1948-05-08|M|Partial High School|Clerical|20000.0|2
18452|BRUCE MARTINEZ|Male|1948-06-12|M|Partial College|Clerical|30000.0|3
18453|CAROLINE PATTERSON|Female|1977-06-02|S|Partial College|Skilled Manual|40000.0|0
18454|GEORGE PEREZ|Male|1977-11-23|S|Partial College|Skilled Manual|60000.0|0
18455|ALEJANDRO WU|Male|1977-09-25|M|Partial College|Skilled Manual|60000.0|0
18456|TIMOTHY BAILEY|Male|1977-09-05|S|Partial College|Skilled Manual|60000.0|0
18457|OLIVIA WHITE|Female|1950-01-16|M|Partial College|Clerical|30000.0|3
18458|GREGORY SHE|Male|1950-04-12|S|Partial College|Clerical|30000.0|3
18459|TONI SAI|Female|1980-01-11|S|Partial College|Skilled Manual|30000.0|0
18460|FAITH BUTLER|Female|1980-04-09|S|Partial College|Skilled Manual|70000.0|0
18461|TINA MARTINEZ|Female|1952-07-14|M|High School|Skilled Manual|30000.0|3
18462|CLARENCE ZHU|Male|1952-01-18|M|High School|Skilled Manual|30000.0|3
18463|ADRIANA SURI|Female|1952-07-11|M|High School|Skilled Manual|30000.0|3
18464|TONI SURI|Female|1952-09-22|M|High School|Skilled Manual|30000.0|3
18465|JAMIE YANG|Female|1952-02-22|S|High School|Skilled Manual|30000.0|3
18466|JOY GUTIERREZ|Female|1953-03-12|M|Partial College|Skilled Manual|40000.0|2
18467|DARREN TOWNSEND|Male|1953-11-24|S|Partial College|Skilled Manual|40000.0|3
18468|JOEL SANCHEZ|Male|1953-05-04|S|Partial College|Skilled Manual|40000.0|3
18469|ROBYN RUBIO|Female|1954-03-10|S|Partial College|Skilled Manual|80000.0|2
18470|JENNIFER TAYLOR|Female|1954-10-19|S|Partial College|Skilled Manual|80000.0|2
18471|PAIGE STEWART|Female|1975-02-17|S|Partial College|Skilled Manual|30000.0|0
18472|HANNAH ROSS|Female|1975-06-04|S|High School|Skilled Manual|30000.0|0
18473|NATHANIEL ROGERS|Male|1975-05-27|M|Partial College|Skilled Manual|60000.0|0
18474|JAMES SMITH|Male|1975-07-11|M|Partial College|Skilled Manual|60000.0|0
18476|BROOKE ROGERS|Female|1974-08-17|S|High School|Skilled Manual|30000.0|0
18477|ANGELICA HUGHES|Female|1973-08-10|S|Partial College|Skilled Manual|60000.0|0
18478|EDUARDO ROBERTS|Male|1973-10-05|M|Partial College|Professional|70000.0|0
18479|STACEY CHEN|Female|1973-10-19|M|Partial College|Professional|70000.0|0
18480|HEIDI SURI|Female|1973-07-09|S|Partial College|Professional|70000.0|0
18481|TANYA ROMERO|Female|1973-03-14|M|Partial College|Professional|70000.0|0
18482|SHARON NARA|Female|1955-09-15|S|High School|Skilled Manual|80000.0|2
18483|BYRON GILL|Male|1955-03-10|S|High School|Skilled Manual|80000.0|2
18484|DUSTIN SHARMA|Male|1955-12-16|S|High School|Skilled Manual|80000.0|2
18485|DEVIN GONZALEZ|Male|1955-11-21|S|High School|Skilled Manual|80000.0|2
18486|KARI TORRES|Female|1956-12-06|S|High School|Skilled Manual|70000.0|2
18487|TASHA NATH|Female|1956-10-10|S|High School|Skilled Manual|70000.0|2
18488|CLAYTON XU|Male|1956-05-23|M|High School|Skilled Manual|70000.0|2
18489|JOHNNY NARA|Male|1956-09-16|M|High School|Skilled Manual|70000.0|2
18490|BRAD RAI|Male|1957-11-23|S|High School|Professional|70000.0|2
18491|MICHELE GONZALEZ|Female|1957-05-27|S|High School|Professional|70000.0|2
18492|TAMARA JOHNSTON|Female|1958-10-13|S|Bachelors|Management|100000.0|1
18493|KAITLIN MCDONALD|Female|1958-09-03|M|Bachelors|Management|100000.0|1
18494|MARCUS YOUNG|Male|1958-05-07|M|Bachelors|Management|110000.0|5
18495|JEREMY PHILLIPS|Male|1958-09-03|S|Bachelors|Management|120000.0|5
18496|VINCENT ZHENG|Male|1958-02-05|S|Graduate Degree|Management|130000.0|0
18497|FERNANDO EVANS|Male|1973-08-19|S|Bachelors|Management|80000.0|0
18498|ZACHARY RUSSELL|Male|1973-07-18|S|Bachelors|Management|80000.0|0
18499|DARREN RODRIGUEZ|Male|1974-05-20|S|Partial College|Professional|60000.0|0
18500|JOSE BROWN|Male|1974-06-25|M|Partial College|Professional|60000.0|0
18501|ALEXANDRA POWELL|Female|1974-08-11|S|Partial College|Professional|60000.0|0
18502|PAMELA MADAN|Female|1974-10-04|M|High School|Professional|60000.0|0
18503|TIMOTHY PETERSON|Male|1966-05-16|S|Bachelors|Management|150000.0|0
18504|ANGEL ADAMS|Male|1957-02-06|M|Partial High School|Skilled Manual|70000.0|2
18505|CAROL SCOTT|Female|1957-11-04|M|High School|Professional|60000.0|2
18506|EVAN BRADLEY|Male|1957-01-17|M|High School|Professional|60000.0|2
18507|EDWARD BAKER|Male|1957-07-13|M|High School|Professional|60000.0|2
18508|MICHELE CHANDER|Female|1957-07-24|S|Partial College|Professional|70000.0|3
18509|XAVIER FOSTER|Male|1956-04-16|M|High School|Professional|60000.0|2
18510|SAMUEL WASHINGTON|Male|1956-02-26|S|High School|Professional|60000.0|2
18511|MYA JENKINS|Female|1956-05-23|S|Partial College|Professional|70000.0|3
18512|ALEX TORRES|Male|1956-06-08|M|Partial College|Professional|70000.0|3
18513|EDWIN XU|Male|1956-11-19|M|Partial College|Professional|70000.0|3
18514|ANNE ROMERO|Female|1956-12-17|S|Partial College|Professional|70000.0|3
18515|GABRIELLE PATTERSON|Female|1956-07-08|M|Partial College|Professional|70000.0|3
18516|JUAN BROOKS|Male|1932-08-07|S|Graduate Degree|Management|70000.0|3
18517|TRISTAN DIAZ|Male|1965-03-06|M|Bachelors|Management|100000.0|3
18518|STEPHANIE SCOTT|Female|1965-05-12|S|Bachelors|Management|100000.0|4
18519|ALEX COOK|Male|1965-08-24|M|Partial College|Professional|100000.0|4
18520|RAFAEL HUANG|Male|1965-11-27|M|Bachelors|Management|110000.0|2
18521|MEGHAN ROWE|Female|1965-03-20|M|Bachelors|Management|110000.0|2
18522|JEREMIAH SMITH|Male|1965-03-08|M|Graduate Degree|Management|130000.0|1
18523|SAMUEL FOSTER|Male|1964-07-13|M|Bachelors|Management|80000.0|4
18524|EDWARD ALEXANDER|Male|1964-03-25|M|Bachelors|Management|80000.0|4
18526|KEVIN HERNANDEZ|Male|1962-12-24|S|Bachelors|Professional|70000.0|1
18527|JONATHAN BAKER|Male|1962-08-28|M|Partial College|Skilled Manual|70000.0|1
18528|JOHN RODRIGUEZ|Male|1962-11-03|M|Partial College|Skilled Manual|70000.0|1
18529|ALBERT CASTRO|Male|1961-02-19|S|High School|Skilled Manual|40000.0|4
18530|WYATT EVANS|Male|1942-12-20|M|Graduate Degree|Management|60000.0|3
18531|THOMAS SIMMONS|Male|1942-02-14|S|Graduate Degree|Management|60000.0|3
18532|MARCUS RUSSELL|Male|1942-05-10|M|Bachelors|Management|70000.0|5
18533|LUCAS MARTINEZ|Male|1942-08-26|M|Bachelors|Management|70000.0|5
18534|HUNTER COLLINS|Male|1943-11-27|M|Graduate Degree|Management|60000.0|3
18535|DONALD KAPOOR|Male|1943-10-07|S|Graduate Degree|Management|60000.0|4
18536|HAILEY COLEMAN|Female|1943-03-22|M|Graduate Degree|Management|60000.0|4
18537|KATHRYN CARSON|Female|1943-01-04|S|Bachelors|Management|70000.0|5
18538|IAN MITCHELL|Male|1943-09-14|S|Bachelors|Management|70000.0|5
18539|RILEY RUSSELL|Female|1943-02-18|M|Bachelors|Management|70000.0|5
18540|VICTORIA PERRY|Female|1943-06-28|S|Bachelors|Management|70000.0|5
18541|KAYLA JONES|Female|1943-07-06|M|Bachelors|Management|80000.0|5
18542|DUSTIN SHE|Male|1943-07-03|M|Bachelors|Management|90000.0|5
18543|DALTON WILSON|Male|1944-03-24|M|High School|Professional|40000.0|4
18544|RILEY WASHINGTON|Female|1944-12-01|M|High School|Professional|40000.0|4
18545|IAN CLARK|Male|1944-11-11|M|High School|Professional|40000.0|4
18546|PIETER WYCOFF|Female|1972-06-23|M|Graduate Degree|Skilled Manual|60000.0|1
18547|ETHAN JOHNSON|Male|1972-03-06|M|Graduate Degree|Professional|70000.0|2
18548|JORDAN POWELL|Male|1970-02-07|M|Bachelors|Skilled Manual|50000.0|1
18549|SIERRA COLLINS|Female|1970-10-13|M|Bachelors|Skilled Manual|50000.0|1
18550|JULIA GRIFFIN|Female|1970-10-20|M|Bachelors|Skilled Manual|50000.0|1
18551|CHLOE HALL|Female|1970-04-05|M|Bachelors|Skilled Manual|50000.0|1
18552|KELSEY GOEL|Female|1970-10-04|M|Bachelors|Skilled Manual|50000.0|1
18553|ALEX ROBERTS|Male|1970-07-07|M|Bachelors|Skilled Manual|50000.0|1
18554|ISABELLE ROSS|Female|1970-11-18|M|Graduate Degree|Professional|60000.0|1
18555|MUNIRAJU PULIPALYAM|Female|1970-10-17|M|Graduate Degree|Professional|60000.0|1
18556|RUBEN PEREZ|Male|1969-10-03|M|Bachelors|Skilled Manual|50000.0|2
18557|BAILEY LOPEZ|Female|1971-03-20|M|Graduate Degree|Professional|60000.0|1
18558|ALEXANDRA PRICE|Female|1971-09-22|M|Graduate Degree|Professional|60000.0|1
18559|LUCAS ADAMS|Male|1971-12-17|M|Graduate Degree|Professional|60000.0|1
18560|ANNA MILLER|Female|1971-11-02|M|Graduate Degree|Professional|70000.0|2
18561|CAROL TORRES|Female|1971-07-19|S|Graduate Degree|Professional|70000.0|2
18562|MARY WRIGHT|Female|1969-06-16|M|Graduate Degree|Professional|60000.0|1
18563|EVAN SANCHEZ|Male|1969-06-08|M|Graduate Degree|Professional|60000.0|1
18564|JOHN MOORE|Male|1967-05-07|S|Bachelors|Professional|40000.0|0
18565|DALTON BRYANT|Male|1970-03-15|M|Graduate Degree|Professional|60000.0|2
18566|BRYCE PETERSON|Male|1970-09-17|M|Graduate Degree|Professional|70000.0|4
18567|MADISON BARNES|Female|1967-01-04|S|Bachelors|Skilled Manual|50000.0|2
18568|MYA BENNETT|Female|1967-06-20|S|Bachelors|Skilled Manual|50000.0|2
18569|EMMA BRYANT|Female|1966-04-05|M|Graduate Degree|Professional|60000.0|0
18570|MASON PETERSON|Male|1966-04-22|S|Graduate Degree|Professional|60000.0|0
18571|CAMERON KUMAR|Male|1966-11-06|S|Graduate Degree|Professional|60000.0|0
18572|DANIELLE WATSON|Female|1966-11-16|M|Graduate Degree|Professional|60000.0|0
18573|ANDREA PHILLIPS|Female|1966-06-17|M|Graduate Degree|Professional|60000.0|0
18574|KAITLYN TAYLOR|Female|1966-10-20|M|Graduate Degree|Professional|60000.0|0
18575|ERIN STEWART|Female|1966-10-14|M|Graduate Degree|Professional|60000.0|0
18576|EMILY COLEMAN|Female|1966-07-16|M|Graduate Degree|Professional|60000.0|0
18577|ISABELLE WINSTON|Female|1966-06-22|M|Graduate Degree|Professional|60000.0|0
18578|PATRICK ROGERS|Male|1966-06-13|S|Graduate Degree|Professional|70000.0|0
18579|WILLIAM BROWN|Male|1966-03-15|M|Graduate Degree|Professional|70000.0|4
18580|EMMA ANDERSON|Female|1969-10-10|M|Graduate Degree|Professional|60000.0|2
18581|MELINDA DOMINGUEZ|Female|1969-06-08|S|Graduate Degree|Professional|70000.0|5
18582|BRYAN MORGAN|Male|1969-01-25|M|Graduate Degree|Professional|70000.0|5
18583|LUIS KUMAR|Male|1969-07-17|S|Graduate Degree|Professional|70000.0|5
18584|HALEY EVANS|Female|1969-01-20|M|Graduate Degree|Professional|70000.0|5
18585|KATHERINE BLUE|Female|1969-08-27|M|Graduate Degree|Professional|70000.0|5
18586|BENJAMIN PATTERSON|Male|1969-08-22|S|Graduate Degree|Professional|80000.0|2
18587|MONICA ARUN|Female|1965-08-04|S|Bachelors|Professional|40000.0|0
18588|ISABELLA ROGERS|Female|1965-11-18|S|Bachelors|Professional|40000.0|0
18589|ANNA STEWART|Female|1965-07-05|S|Bachelors|Professional|40000.0|0
18590|VALERIE SUN|Female|1965-09-23|S|Bachelors|Skilled Manual|80000.0|3
18591|EDUARDO NELSON|Male|1965-05-12|M|Bachelors|Skilled Manual|80000.0|3
18592|MACKENZIE EVANS|Female|1965-09-09|S|Bachelors|Skilled Manual|80000.0|3
18593|SYDNEY MARTINEZ|Female|1965-07-03|S|Bachelors|Skilled Manual|80000.0|3
18594|KRISTI GARCIA|Female|1965-10-21|S|Bachelors|Skilled Manual|80000.0|3
18595|MARCUS HERNANDEZ|Male|1965-02-06|S|Bachelors|Skilled Manual|80000.0|3
18596|GABRIELLA COOPER|Female|1965-06-13|S|Graduate Degree|Professional|60000.0|0
18597|ISABEL PERRY|Female|1965-06-27|M|Graduate Degree|Professional|60000.0|0
18598|NORIMICHI YONEKURA|Male|1964-03-19|S|Bachelors|Professional|40000.0|0
18599|KYLE SIMMONS|Male|1964-04-08|S|Bachelors|Professional|40000.0|0
18600|ASHLEY GONZALES|Female|1964-11-13|M|Bachelors|Skilled Manual|60000.0|4
18601|CYNTHIA GARCIA|Female|1964-04-26|S|Bachelors|Skilled Manual|60000.0|5
18602|PATRICK RAMIREZ|Male|1964-11-18|M|Bachelors|Skilled Manual|60000.0|5
18603|GABRIELLE HENDERSON|Female|1964-03-12|S|Bachelors|Skilled Manual|60000.0|5
18604|PAIGE ALEXANDER|Female|1964-05-22|M|Bachelors|Skilled Manual|60000.0|5
18605|DAVID WRIGHT|Male|1964-11-16|S|Bachelors|Skilled Manual|60000.0|4
18606|WYATT GREEN|Male|1964-10-25|S|Bachelors|Skilled Manual|60000.0|4
18607|KATHERINE TAYLOR|Female|1964-06-13|S|Bachelors|Skilled Manual|60000.0|4
18608|IAN PHILLIPS|Male|1964-04-17|M|Bachelors|Skilled Manual|60000.0|4
18609|ALYSSA COOK|Female|1964-06-14|M|Bachelors|Skilled Manual|60000.0|4
18610|BAILEY RIVERA|Female|1963-01-11|S|Bachelors|Professional|70000.0|4
18611|TAYLOR FOSTER|Female|1963-08-28|M|Bachelors|Professional|70000.0|4
18612|ALYSSA FLORES|Female|1968-11-19|S|Bachelors|Professional|70000.0|0
18613|CODY MURPHY|Male|1968-11-14|S|Bachelors|Professional|70000.0|0
18614|SETH WRIGHT|Male|1968-05-15|S|Bachelors|Professional|70000.0|0
18615|CHARLES PETERSON|Male|1963-03-13|S|Bachelors|Professional|70000.0|4
18616|SPENCER BUTLER|Male|1963-02-05|S|Graduate Degree|Professional|60000.0|3
18617|CARLOS LOPEZ|Male|1963-08-03|S|Graduate Degree|Professional|60000.0|3
18618|MITCHELL RAI|Male|1972-11-20|S|Partial High School|Manual|10000.0|0
18619|DOMINIC MEHTA|Male|1973-03-04|M|Bachelors|Skilled Manual|40000.0|1
18620|RANDALL NAVARRO|Male|1973-07-18|S|Graduate Degree|Skilled Manual|40000.0|0
18621|CASSANDRA PRASAD|Female|1973-10-18|S|Graduate Degree|Skilled Manual|40000.0|0
18622|BYRON RUBIO|Male|1972-11-17|S|Partial High School|Manual|20000.0|0
18623|ANNE TORRES|Female|1972-09-06|M|Partial High School|Manual|20000.0|0
18624|JAY PEREZ|Male|1972-11-04|S|High School|Manual|30000.0|0
18625|DERRICK MORENO|Male|1972-06-13|S|High School|Manual|30000.0|0
18626|TONY PAL|Male|1972-09-08|S|Partial College|Clerical|40000.0|2
18627|KRISTINE GOMEZ|Female|1972-09-09|S|Partial College|Clerical|40000.0|2
18628|SUZANNE YANG|Female|1971-09-15|S|Partial High School|Manual|10000.0|0
18629|MARTIN SRINI|Male|1971-02-22|S|Partial High School|Manual|20000.0|0
18630|PRISCILLA SHE|Female|1971-02-20|S|Partial High School|Manual|20000.0|0
18631|CARLY SHAN|Female|1971-01-05|S|Partial High School|Manual|20000.0|0
18632|RUSSELL TANG|Male|1971-10-09|S|Partial High School|Manual|20000.0|0
18633|ADAM JENKINS|Male|1971-09-24|M|High School|Manual|30000.0|0
18634|VERONICA ARUN|Female|1971-12-14|S|High School|Manual|30000.0|0
18635|TONI MARTINEZ|Female|1971-08-21|S|Partial College|Clerical|40000.0|2
18637|THOMAS SHARMA|Male|1975-12-07|S|Partial College|Clerical|40000.0|3
18638|ALYSSA THOMPSON|Female|1974-06-09|S|Partial College|Clerical|40000.0|3
18639|MARIA SCOTT|Female|1974-09-08|S|Partial College|Clerical|40000.0|3
18640|ISAAC JAMES|Male|1974-06-21|M|Graduate Degree|Skilled Manual|30000.0|0
18641|CAMERON GARCIA|Male|1975-11-12|S|Partial College|Clerical|40000.0|3
18642|BRIANNA THOMPSON|Female|1975-03-20|S|Partial College|Clerical|40000.0|4
18643|JOSHUA THOMAS|Male|1931-06-25|M|Graduate Degree|Professional|110000.0|4
18644|CARRIE RUIZ|Female|1966-02-15|S|Graduate Degree|Skilled Manual|60000.0|0
18645|JORDAN BRYANT|Male|1966-03-21|M|Graduate Degree|Skilled Manual|60000.0|0
18646|BLAKE ADAMS|Male|1966-03-12|M|Graduate Degree|Skilled Manual|60000.0|0
18647|CHRISTY HUANG|Female|1953-06-19|S|High School|Manual|20000.0|2
18648|HAILEY TORRES|Female|1954-06-15|M|High School|Clerical|30000.0|1
18649|JACKSON PATTERSON|Male|1955-08-14|S|High School|Clerical|30000.0|1
18650|KYLE FLORES|Male|1955-02-03|S|High School|Clerical|30000.0|1
18651|ISAIAH MITCHELL|Male|1955-05-06|M|High School|Clerical|30000.0|1
18652|MEREDITH DIAZ|Female|1955-09-04|M|High School|Clerical|30000.0|2
18653|EMMANUEL MADAN|Male|1955-04-09|M|High School|Clerical|30000.0|2
18654|THOMAS LOPEZ|Male|1955-06-18|M|Partial College|Clerical|40000.0|1
18655|ERIC DIAZ|Male|1955-10-09|M|Partial College|Clerical|40000.0|1
18656|CHARLES CLARK|Male|1956-04-24|S|High School|Skilled Manual|30000.0|2
18657|ALEX MORGAN|Male|1956-11-23|M|High School|Skilled Manual|30000.0|2
18658|DALTON TURNER|Male|1956-08-05|M|High School|Skilled Manual|30000.0|2
18659|JASMINE THOMPSON|Female|1956-06-03|M|Partial College|Clerical|40000.0|1
18660|CRISTINA ANAND|Female|1956-10-23|M|Partial College|Clerical|40000.0|1
18661|DANIEL WALKER|Male|1957-12-01|M|High School|Skilled Manual|30000.0|2
18662|KYLE SHARMA|Male|1957-11-17|M|High School|Skilled Manual|30000.0|2
18663|JASON FLORES|Male|1957-03-24|M|High School|Skilled Manual|30000.0|2
18664|ROBERT LONG|Male|1957-02-18|M|High School|Skilled Manual|30000.0|2
18665|OLIVIA BROOKS|Female|1957-04-24|M|High School|Skilled Manual|30000.0|2
18666|JORDYN HENDERSON|Female|1957-11-12|S|High School|Skilled Manual|30000.0|2
18667|KELLI MA|Female|1957-05-12|S|High School|Skilled Manual|30000.0|2
18668|BRIAN SANDERS|Male|1957-05-17|M|High School|Skilled Manual|30000.0|2
18669|ADAM GRIFFIN|Male|1958-12-12|M|Partial College|Clerical|40000.0|2
18670|MELANIE BRYANT|Female|1958-07-04|M|Partial College|Clerical|40000.0|2
18671|MELANIE KELLY|Female|1958-10-13|M|Graduate Degree|Skilled Manual|80000.0|5
18672|ANTHONY LEWIS|Male|1958-10-07|M|Graduate Degree|Skilled Manual|80000.0|5
18673|JAMES GREEN|Male|1958-08-25|M|Graduate Degree|Skilled Manual|80000.0|4
18674|ISABELLE BENNETT|Female|1958-03-20|S|Graduate Degree|Skilled Manual|80000.0|4
18675|ABIGAIL MARTIN|Female|1959-05-07|M|Graduate Degree|Skilled Manual|60000.0|4
18676|JESSE YOUNG|Male|1959-03-07|M|Graduate Degree|Skilled Manual|60000.0|4
18677|LOGAN SHAN|Male|1959-05-08|M|Graduate Degree|Skilled Manual|60000.0|4
18678|SEAN WATSON|Male|1959-11-09|S|Graduate Degree|Skilled Manual|60000.0|4
18679|SETH WOOD|Male|1972-07-26|S|Graduate Degree|Skilled Manual|50000.0|0
18680|DAVID SHAN|Male|1973-11-03|M|Graduate Degree|Skilled Manual|40000.0|1
18681|JACQUELINE GRIFFIN|Female|1973-10-21|M|Graduate Degree|Skilled Manual|40000.0|1
18682|EMILY BENNETT|Female|1973-07-08|M|Graduate Degree|Skilled Manual|40000.0|1
18683|ROBERT WALKER|Male|1973-08-23|M|Graduate Degree|Skilled Manual|40000.0|1
18684|MAKAYLA WATSON|Female|1973-09-04|M|Graduate Degree|Skilled Manual|60000.0|1
18685|SEAN ROGERS|Male|1971-05-28|M|Graduate Degree|Skilled Manual|60000.0|1
18686|LOGAN COLEMAN|Male|1971-10-13|S|Graduate Degree|Skilled Manual|60000.0|1
18687|OLIVIA SMITH|Female|1971-01-20|M|Graduate Degree|Skilled Manual|60000.0|1
18688|ANTONIO BARNES|Male|1958-01-10|M|Graduate Degree|Professional|70000.0|5
18689|MIGUEL MILLER|Male|1958-07-01|M|Graduate Degree|Professional|80000.0|5
18690|CARLOS RIVERA|Male|1929-04-08|M|Bachelors|Professional|40000.0|2
18691|CLAUDIA ZHENG|Female|1969-03-24|M|Graduate Degree|Management|90000.0|1
18692|PRESTON MEHTA|Male|1969-02-10|M|Graduate Degree|Management|90000.0|1
18693|ANN SUBRAM|Female|1969-06-19|S|Graduate Degree|Management|90000.0|1
18694|DERRICK GOMEZ|Male|1969-07-21|M|Graduate Degree|Management|90000.0|1
18695|AARON DIAZ|Male|1969-11-04|M|Bachelors|Professional|90000.0|2
18696|MINDY BLACK|Female|1969-09-24|M|Graduate Degree|Management|100000.0|1
18697|TARA LAL|Female|1968-06-04|S|Bachelors|Professional|60000.0|2
18698|JACLYN CHANDE|Female|1968-07-06|S|Bachelors|Professional|60000.0|2
18699|BLAKE GRIFFIN|Male|1968-10-17|M|Bachelors|Professional|60000.0|2
18700|ERNEST ZHAO|Male|1968-10-06|S|Bachelors|Professional|60000.0|2
18701|KENNETH LAL|Male|1968-08-02|S|Bachelors|Professional|60000.0|2
18702|ADRIANA SMITH|Female|1968-04-08|S|Bachelors|Professional|60000.0|2
18703|VINCENT HUANG|Male|1967-09-10|S|Bachelors|Professional|60000.0|2
18704|LACEY GOEL|Female|1967-02-21|M|Bachelors|Professional|70000.0|5
18705|KARL GOEL|Male|1967-08-28|M|Bachelors|Professional|70000.0|5
18706|DARRYL ZHENG|Male|1969-05-19|S|Graduate Degree|Management|110000.0|1
18707|MARSHALL SHE|Male|1969-04-28|M|Graduate Degree|Management|110000.0|1
18709|DARREN HERNANDEZ|Male|1969-06-06|M|Graduate Degree|Management|130000.0|1
18710|RICARDO XIE|Male|1969-08-21|M|Graduate Degree|Management|130000.0|1
18711|EMMA DIAZ|Female|1967-05-14|S|Bachelors|Professional|70000.0|5
18712|GLENN GUO|Male|1966-08-10|M|Graduate Degree|Management|80000.0|5
18713|ROSA YANG|Female|1966-11-15|M|Graduate Degree|Management|80000.0|5
18714|FRANCISCO LOPEZ|Male|1966-08-15|M|Graduate Degree|Management|80000.0|5
18715|RAFAEL RAI|Male|1965-09-25|M|Bachelors|Professional|60000.0|3
18716|SETH CAMPBELL|Male|1968-08-01|M|Bachelors|Professional|70000.0|0
18717|CASSANDRA SURI|Female|1965-01-21|M|Bachelors|Professional|70000.0|0
18718|SUSAN LIU|Female|1965-06-10|S|Bachelors|Professional|70000.0|0
18719|ALBERTO SUAREZ|Male|1964-10-20|M|Bachelors|Professional|60000.0|4
18720|TAYLOR MILLER|Female|1963-12-28|M|Bachelors|Professional|60000.0|5
18721|ANDY GOMEZ|Male|1963-06-05|S|Bachelors|Professional|60000.0|3
18722|JONATHON NAVARRO|Male|1963-07-19|S|Bachelors|Professional|60000.0|3
18723|LACEY MA|Female|1963-05-19|S|Bachelors|Professional|60000.0|3
18724|DENISE FERNANDEZ|Female|1967-11-06|M|Bachelors|Professional|80000.0|5
18725|DENISE KAPOOR|Female|1967-10-09|S|Bachelors|Professional|90000.0|3
18726|KATRINA ANAND|Female|1962-03-02|S|Bachelors|Professional|60000.0|1
18727|HAILEY HERNANDEZ|Female|1961-10-10|S|Partial College|Skilled Manual|60000.0|1
18728|ROGER LUO|Male|1966-04-20|M|Bachelors|Professional|100000.0|0
18729|EVAN PARKER|Male|1960-04-06|S|Partial College|Skilled Manual|60000.0|1
18731|BRETT MALHOTRA|Male|1959-07-02|S|Bachelors|Professional|90000.0|1
18732|ZACHARY JAI|Male|1932-05-19|M|Partial College|Clerical|30000.0|2
18733|RAFAEL GAO|Male|1965-10-23|S|Bachelors|Professional|70000.0|0
18734|BARBARA ASHE|Female|1964-05-14|S|Bachelors|Professional|70000.0|0
18735|LATASHA MORENO|Female|1964-10-20|S|Bachelors|Professional|70000.0|0
18736|ASHLEY PATTERSON|Female|1959-06-13|S|Bachelors|Professional|90000.0|1
18737|RICKY GOMEZ|Unknown|1959-07-21|S|Bachelors|Professional|100000.0|5
18738|TAMARA LUO|Female|1963-04-12|S|Bachelors|Professional|70000.0|0
18739|CHRISTY PAL|Female|1961-06-27|M|Partial College|Skilled Manual|60000.0|1
18740|ADAM HILL|Male|1958-09-04|M|Bachelors|Professional|80000.0|5
18741|EDGAR MARTINEZ|Male|1936-01-23|M|Partial College|Clerical|30000.0|2
18742|DON GUO|Male|1960-06-18|M|Partial College|Skilled Manual|70000.0|5
18743|GLENN XU|Male|1960-10-11|M|Partial College|Skilled Manual|70000.0|5
18744|APRIL RAJE|Female|1960-07-27|M|Partial College|Skilled Manual|70000.0|5
18745|BROOKE JAMES|Female|1957-10-18|M|Partial College|Skilled Manual|70000.0|1
18746|REGINALD ALVAREZ|Male|1957-11-15|S|Partial College|Skilled Manual|70000.0|1
18747|JACQUELYN DIAZ|Female|1956-05-09|S|Partial College|Skilled Manual|70000.0|2
18748|GABRIELLE STEWART|Female|1949-12-21|M|High School|Skilled Manual|10000.0|2
18749|OLIVIA STEWART|Female|1976-08-14|M|High School|Skilled Manual|30000.0|0
18750|ALEXANDRA PERRY|Female|1976-05-04|M|High School|Skilled Manual|30000.0|0
18751|KARI SCHMIDT|Female|1976-06-03|S|High School|Skilled Manual|30000.0|0
